league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,50,0,24,0,19,0,,TOR,[],0,11,8,0,11,0,1963-64,,0,33,0,0
NHL,44,2,25,0,18,0,,TOR,[],0,9,9,0,9,0,1964-65,,0,33,0,0
NHL,7,0,26,0,3,0,,TOR,[],0,0,3,0,0,0,1965-66,,0,8,0,0
NHL,64,0,27,0,32,0,,TOR,[],0,15,11,0,21,0,1966-67,,6,89,0,0
NHL,58,1,28,117,28,7,,TOR,[],11.1,11,15,0,13,0,1967-68,,2,37,0,8
NHL,75,4,29,208,70,12,,CBH,[],14.4,27,40,7,30,0,1968-69,,3,49,0,28
NHL,66,7,30,158,53,5,,CBH,[],17.7,19,25,17,28,0,1969-70,,9,68,0,20
NHL,58,2,31,113,45,7,,CBH,[],19.5,15,23,9,22,0,1970-71,,7,40,0,16
NHL,64,5,32,145,48,3,,CBH,[],18.6,25,21,3,27,1,1971-72,,1,38,2,16
NHL,76,4,33,182,92,7,,CBH,[],22.5,32,51,25,41,2,1972-73,,7,82,0,44
NHL,0,8,34,160,73,11,,CBH,[],20.0,23,41,25,32,1,1973-74,,8,76,3,27
NHL,71,5,35,158,63,4,,CBH,[],22.8,27,27,-1,36,2,1974-75,,7,94,0,23
NHL,32,0,36,72,19,8,,CGS,[],8.3,4,13,-16,6,0,1975-76,,2,12,0,5
NHL,24,1,37,28,10,3,,CLE,[],7.1,2,8,5,2,0,1976-77,,0,8,0,5
