age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,0,0,7,8,WHA,17,0,1975-76,0,0,7,,0,8,,HSA,14
19,,0,0,4,-1,WHA,11,0,1976-77,0,0,3,,0,12,,HSA,7
20,,0,0,3,-4,WHA,6,0,1977-78,0,0,1,,0,8,,HSA,4
21,,5.0,1,6,7,NHL,10,0,1978-79,0,20,1,,0,0,,NYI,7
22,SC,17.9,7,9,-3,NHL,0,0,1979-80,0,39,7,,0,18,,NYI,16
23,SC,20.0,5,8,9,NHL,16,0,1980-81,2,25,5,,0,16,,NYI,13
24,SC,15.8,5,10,5,NHL,0,0,1981-82,1,38,6,,1,18,,NYI,16
25,SC,16.3,7,11,12,NHL,0,0,1982-83,2,43,7,,0,20,,NYI,18
26,,4.2,1,3,1,NHL,17,0,1983-84,0,24,1,,0,31,,NYI,4
27,,4.2,1,8,1,NHL,10,0,1984-85,0,24,1,,0,10,,NYI,9
28,,15.9,6,9,3,NHL,0,0,1985-86,1,44,7,,1,49,,CGY,16
29,,0.0,0,0,0,NHL,3,0,1986-87,0,2,0,,0,4,,CGY,0
30,,22.2,0,5,-1,NHL,6,0,1987-88,1,9,2,,2,8,,CGY,7
31,,0.0,0,0,-3,NHL,6,0,1988-89,0,11,0,,0,8,,LAK,0
32,,7.1,1,2,-6,NHL,10,0,1989-90,0,14,1,,0,6,,LAK,3
33,,12.5,1,4,1,NHL,12,0,1990-91,0,16,2,,1,12,,LAK,6
