year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1921-22,15,0,0,0,0,OCHL,2,Ottawa St. Brigid\'s,0
1924-25,18,15,0,3,0,OCHL,16,Ottawa Gunners,18
1925-26,19,0,2,0,0,MRTHL,3,Montreal CNR,0
1925-26,19,7,0,5,0,OCHL,15,Ottawa Montagnards,12
1926-27,20,19,18,10,0,Can-Pro,30,Stratford Nationals,29
1927-28,21,2,15,3,0,Can-Pro,11,Stratford Nationals,5
1931-32,25,2,6,5,0,Can-Am,16,2 Teams,7
1931-32,25,1,2,0,0,Can-Am,5,Boston Cubs,1
1931-32,25,1,4,5,0,Can-Am,11,Philadelphia Arrows,6
1934-35,28,5,2,16,0,IHL,37,2 Teams,21
1934-35,28,4,0,14,0,IHL,25,Windsor Bulldogs,18
1934-35,28,1,2,2,0,IHL,12,Syracuse Stars,3
1935-36,29,15,8,15,0,IHL,40,Buffalo Bisons,30
1936-37,30,0,0,0,0,IAHL,10,Buffalo Bisons,0
1937-38,31,8,2,12,0,OCHL,21,Ottawa Senators,20
1938-39,32,11,6,11,0,OCHL,22,Ottawa Senators,22
1939-40,33,9,4,18,0,OCHL,30,Ottawa Senators,27
