offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
7.9,Alexei Yashin,28,0,6,11.3,24,291,39,C,9.5,72,82,14,1.5,6,5,,0,33,25,,24
4.5,Shawn McEachern,14,2,1,10.5,28,229,24,LW,5.8,48,81,6,1.3,4,8,,2,24,16,,42
4.4,Daniel Alfredsson,10,0,7,11.4,25,149,28,RW,5.6,45,55,9,1.1,7,7,,0,17,19,,18
2.8,Igor Kravchuk,4,1,-19,4.2,31,191,27,D,6.1,35,81,13,3.3,1,3,,0,8,14,,8
1.9,Andreas Dackell,10,2,-11,11.5,25,130,18,RW,2.8,33,82,5,0.9,2,3,,1,15,12,,24
1.6,Magnus Arvedson,10,1,2,12.2,26,90,15,LW,2.6,26,61,1,1.0,0,0,,0,11,14,,36
0.5,Sergei Zholtok,3,0,-7,7.9,25,127,13,RW,1.5,23,78,7,1.0,1,7,,0,10,6,,16
1.5,Wade Redden,5,0,17,7.8,20,103,14,D,7.5,22,80,3,6.1,2,3,,0,8,11,,27
1.4,Janne Laukkanen,2,0,-15,5.8,27,69,17,D,3.8,21,60,6,2.4,2,2,,1,4,10,,64
0.2,Denny Lambert,9,0,4,11.8,28,76,10,LW,1.5,19,72,0,1.3,1,0,,0,9,10,,250
-0.6,Shaun Van Allen,4,0,4,3.8,30,104,15,C,0.8,19,80,1,1.4,0,0,,1,4,13,,48
0.5,Bruce Gardiner,7,0,2,10.9,25,64,11,C,1.5,18,55,0,0.9,0,0,,0,7,11,,50
-0.1,Radek Bonk,6,0,-13,7.5,22,93,9,C,0.5,16,65,3,0.5,0,1,,0,7,6,,16
1.0,Alexandre Daigle,3,0,-7,10.3,22,68,9,RW,1.3,16,38,4,0.3,2,4,,0,7,5,,8
0.7,Chris Phillips,3,0,2,4.7,19,107,11,D,5.1,16,72,6,4.4,2,2,,0,5,5,,38
0.5,Jason York,3,0,8,2.8,27,109,13,D,5.4,16,73,5,4.9,0,0,,0,3,8,,62
-1.1,Randy Cunneyworth,1,0,-14,2.5,36,81,11,LW,-0.5,13,71,2,0.6,0,1,,0,2,9,,63
-0.3,Lance Pitlick,2,0,8,3.0,30,66,7,D,4.4,9,69,0,4.7,0,0,,0,2,7,,50
-0.4,Chris Murray,5,0,1,10.4,23,48,3,RW,0.4,8,46,0,0.8,2,0,,0,5,3,,96
0.3,Vinny Prospal,1,0,-1,3.6,22,28,6,C,0.5,7,15,3,0.2,0,0,,0,1,3,,4
-0.1,Pat Falloon,1,0,-11,4.1,25,73,3,RW,-0.1,6,28,1,0.0,0,2,,0,3,2,,8
-0.6,Stan Neckar,2,0,-14,4.7,22,43,2,D,1.8,4,60,0,2.5,0,0,,0,2,2,,31
0.3,Phil Crowe,3,0,3,50.0,27,6,0,RW,0.5,3,9,0,0.3,1,0,,0,3,0,,24
0.1,Derek Armstrong,2,0,1,25.0,24,8,0,C,0.3,2,9,0,0.2,1,0,,0,2,0,,9
0.0,Sean Hill,1,0,-3,6.3,27,16,1,D,0.6,2,13,0,0.5,0,0,,0,1,1,,6
-0.1,Per Gustafsson,0,0,3,0.0,27,12,1,D,0.7,1,9,0,0.8,0,0,,0,0,1,,6
-0.2,Marian Hossa,0,0,-1,0.0,19,10,1,LW,-0.1,1,7,1,0.1,0,0,,0,0,0,,0
0.0,Damian Rhodes,0,0,0,,28,0,1,G,6.9,1,50,0,0.0,0,0,,0,0,0,,0
0.0,Radim Bicanek,0,0,0,,23,0,0,D,0.0,0,1,0,0.1,0,0,,0,0,0,,0
-0.1,Ivan Ciernik,0,0,0,,20,0,0,RW,0.0,0,2,0,0.0,0,0,,0,0,0,,0
0.0,Ron Tugnutt,0,0,0,,30,0,0,G,5.1,0,42,0,0.0,0,0,,0,0,0,,0
-0.7,Dennis Vial,0,0,0,0.0,28,9,0,LW,-0.4,0,19,0,0.3,0,0,,0,0,0,,45
-0.1,Jason Zent,0,0,0,0.0,26,1,0,LW,-0.1,0,3,0,0.0,0,0,,0,0,0,,4
