assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
53,7,50,25,21:09,10.2,2.7,25,1734,20,LW,12.9,31,OTT,/players/h/heatlda01.html,2,86,23,29,Dany Heatley,16.7,2006,103,2,82,300
60,8,43,33,21:41,9.7,2.6,22,1670,32,RW,12.3,27,OTT,/players/a/alfreda01.html,1,50,16,29,Daniel Alfredsson,17.3,2006,103,5,77,249
71,5,19,22,19:00,7.1,2.1,12,1292,34,C,9.2,37,OTT,/players/s/spezzja01.html,0,33,7,23,Jason Spezza,12.2,2006,90,0,68,156
30,2,20,28,15:49,3.2,1.8,12,1297,6,LW,5.0,23,OTT,/players/s/schaepe01.html,1,40,4,16,Peter Schaefer,14.6,2006,50,4,82,137
40,4,10,28,23:28,4.2,5.2,2,1526,22,D,9.4,16,OTT,/players/r/reddewa01.html,2,63,8,35,Wade Redden,6.5,2006,50,0,65,153
31,5,17,34,14:48,3.0,1.4,13,1199,12,C,4.4,19,OTT,/players/s/smolibr01.html,0,46,4,8,Bryan Smolinski,9.6,2006,48,0,81,178
22,3,22,25,17:09,3.2,2.0,16,1166,7,C,5.1,12,OTT,/players/f/fishemi01.html,3,64,2,23,Mike Fisher,14.7,2006,44,4,68,150
27,3,16,28,27:11,3.6,4.5,5,1930,12,D,8.1,13,OTT,/players/c/charazd01.html,2,135,10,17,Zdeno Chara,7.5,2006,43,1,71,212
29,2,10,20,18:11,3.1,5.1,5,1491,19,D,8.2,9,OTT,/players/m/meszaan01.html,1,61,5,34,Andrej Meszaros,7.3,2006,39,0,82,137
30,0,5,28,16:46,2.5,4.4,2,1291,14,D,6.8,16,OTT,/players/p/pothibr01.html,0,59,3,29,Brian Pothier,3.8,2006,35,0,77,133
12,4,21,23,12:35,2.4,1.6,14,1031,1,C,4.0,10,OTT,/players/v/vermean01.html,1,44,1,17,Antoine Vermette,17.1,2006,33,6,82,123
17,0,16,26,12:18,2.0,1.2,8,972,5,RW,3.3,12,OTT,/players/n/neilch01.html,0,204,8,9,Chris Neil,12.7,2006,33,0,79,126
20,2,10,25,12:20,1.0,1.7,9,1011,1,C,2.8,13,OTT,/players/k/kellych01.html,6,76,1,21,Chris Kelly,8.9,2006,30,0,82,112
9,4,20,21,12:29,2.8,0.9,14,724,1,RW,3.7,8,OTT,/players/e/eavespa01.html,0,22,5,7,Patrick Eaves,20.0,2006,29,1,58,100
16,0,5,29,9:42,0.4,0.8,4,738,1,RW,1.2,15,OTT,/players/v/varadva01.html,0,50,1,2,Vaclav Varada,4.4,2006,21,0,76,114
18,0,1,27,20:52,0.3,3.9,1,1440,1,D,4.1,11,OTT,/players/p/phillch02.html,6,90,0,19,Chris Phillips,1.3,2006,19,0,69,79
13,0,4,23,18:03,0.5,3.9,4,1354,0,D,4.3,12,OTT,/players/v/volchan01.html,1,53,0,21,Anton Volchenkov,4.9,2006,17,0,75,82
7,1,9,24,18:11,1.5,0.5,6,327,3,LW,2.1,3,OTT,/players/h/havlama01.html,1,4,2,6,Martin Havlat,15.8,2006,16,1,18,57
7,0,6,23,12:17,1.2,0.5,4,246,1,RW,1.7,6,OTT,/players/b/bochebr01.html,0,14,2,7,Brandon Bochenski,15.4,2006,13,0,20,39
6,0,4,23,11:06,0.7,1.3,3,622,1,D,2.0,5,OTT,/players/s/schubch01.html,0,48,0,4,Christoph Schubert,5.6,2006,10,1,56,72
3,0,2,24,4:14,0.0,0.2,2,254,0,RW,0.2,3,OTT,/players/m/mcgrabr01.html,0,141,0,0,Brian McGrattan,5.6,2006,5,0,60,36
4,0,0,26,12:19,-0.3,0.1,0,234,1,C,-0.2,3,OTT,/players/a/arnasty01.html,0,4,0,-4,Tyler Arnason,0.0,2006,4,0,19,42
1,0,1,33,7:50,0.2,0.1,1,31,0,C,0.3,1,OTT,/players/m/martist02.html,0,0,0,2,Steve Martins,16.7,2006,2,0,4,6
0,0,1,28,9:10,0.1,0.1,1,37,0,LW,0.2,0,OTT,/players/h/hamelde01.html,0,0,0,1,Denis Hamel,11.1,2006,1,0,4,9
1,0,0,23,55:35,0.0,0.0,0,2168,0,G,6.5,0,OTT,/players/e/emeryra01.html,0,2,0,0,Ray Emery,,2006,1,0,39,0
1,0,0,26,51:49,0.0,0.0,0,207,0,G,0.3,0,OTT,/players/m/morrimi01.html,0,0,0,0,Mike Morrison,,2006,1,0,4,0
0,0,0,41,60:06,0.0,0.0,0,2584,0,G,10.3,0,OTT,/players/h/hasekdo01.html,0,16,0,0,Dominik Hasek,,2006,0,0,43,0
0,0,0,23,11:44,0.0,0.3,0,23,0,D,0.3,0,OTT,/players/m/malecto01.html,0,2,0,4,Tomas Malec,0.0,2006,0,0,2,1
0,0,0,30,10:10,-0.1,0.2,0,71,0,D,0.1,0,OTT,/players/n/nortobr01.html,0,31,0,1,Brad Norton,0.0,2006,0,0,7,3
0,0,0,23,9:26,-0.1,0.0,0,104,0,D,-0.1,0,OTT,/players/n/novakfi01.html,0,4,0,-2,Filip Novak,0.0,2006,0,0,11,5
