shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,2225,41,0,1997-98,0,0,3.18,BCHL,0,118,0,0,0,0,0,19,0,0,0,0,Trail Smoke Eaters
0,0,0,0,834,14,0,1998-99,0,10,0,BCHL,0,0,0,0,4,0,0,20,0,0,0,0,Chilliwack Chiefs
0,0,1,0,596,13,0,1999-00,0,3,2.72,WCHA,0,27,0,0,5,0,0,21,0,1,0,0,University of Denver
0,0,3,0,1542,29,2,2000-01,0,12,2.30,WCHA,0,59,0,0,9,0,0,22,2,2,2,0,University of Denver
0,0,0,0,1431,24,1,2001-02,0,20,1.72,WCHA,0,41,0,0,4,0,0,23,4,2,1,0,University of Denver
0,0,2,0,1060,19,1,2002-03,0,9,2.43,WCHA,0,43,0,0,8,0,0,24,2,3,1,0,University of Denver
833,0,5,788,1959,33,0,2003-04,0,20,1.38,AHL,0,45,0,0,8,0,.946,25,2,9,0,0,Bridgeport Sound Tigers
1270,0,1,1157,2539,43,1,2004-05,0,18,2.67,AHL,0,113,0,0,23,0,.911,26,4,1,1,0,Bridgeport Sound Tigers
1495,0,2,1361,2575,46,1,2005-06,0,20,3.12,AHL,0,134,0,0,21,0,.910,27,0,3,1,0,Bridgeport Sound Tigers
1393,0,5,1285,2405,40,2,2006-07,0,22,2.69,AHL,0,108,0,0,12,0,.922,28,0,2,2,0,Bridgeport Sound Tigers
52,0,0,47,124,2,0,2007-08,0,1,2.42,AHL,0,5,0,0,1,0,.904,29,0,0,0,0,Bridgeport Sound Tigers
0,0,0,0,1236,21,1,2008-09,0,0,2.82,KHL,0,58,0,0,0,0,0,30,0,0,1,0,Ak Bars Kazan
678,0,1,607,1564,32,0,2009-10,0,12,2.72,AHL,0,71,0,0,14,0,.895,31,2,0,0,0,Houston Aeros
0,0,0,0,722,12,0,2010-11,0,2,3.91,Germany,0,47,0,0,8,0,0,32,0,0,0,0,Kolner Haie
