shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,goalie_point_share,pim,awards,shutouts,points,bad_start,team
50,0,1,47,105,2,0,2003-04,0,1,1.71,NHL,0,3,0,0,0,0,.940,25,0.5,0,[],0,0,0,NYI
145,0,0,130,310,7,0,2005-06,0,2,2.90,NHL,0,15,0,0,3,0,.897,27,0.8,0,[],0,0,0,NYI
198,0,0,185,379,8,0,2006-07,0,4,2.06,NHL,0,13,0,0,1,0,.934,28,1.8,0,[],0,0,0,NYI
627,.647,1,576,1132,20,0,2007-08,0,9,2.70,NHL,17,51,90,5.96,9,11,.919,29,4.6,0,[],0,0,1,NYI
77,.000,0,67,169,3,0,2008-09,0,1,3.55,NHL,2,10,0,0,2,0,.870,30,0.1,0,[],0,0,0,CBJ
34,.000,0,29,101,3,0,2009-10,0,1,2.97,NHL,1,5,0,0,1,0,.853,31,0.0,0,[],0,0,1,MIN
