pim,team,assists,plus_minus,points,league,games_played,year,age,goals
25,Nichols High School,57,0,84,High-NY,28,1993-94,16,27
70,Niagara Scenics,55,0,99,EJHL,47,1994-95,17,54
75,Niagara Scenic,70,0,112,ON-Jr.A,47,1995-96,18,42
6,United States,1,0,2,WJC-A,6,1995-96,18,1
34,Boston College Eagles,23,0,36,H-East,35,1996-97,19,13
4,United States,1,0,2,WJC-A,6,1996-97,19,1
42,Boston College Eagles,28,0,39,H-East,40,1997-98,20,11
6,United States,4,0,10,WJC-A,7,1997-98,20,6
56,Boston College Eagles,25,0,57,H-East,43,1998-99,21,32
61,Boston College Eagles,26,0,58,H-East,41,1999-00,22,32
62,St. John\'s Maple Leafs,40,5,68,AHL,77,2000-01,23,28
49,St. John\'s Maple Leafs,34,-7,50,AHL,71,2001-02,24,16
42,2 Teams,26,5,42,AHL,63,2002-03,25,16
28,Manitoba Moose,14,-4,25,AHL,39,2002-03,25,11
14,Chicago Wolves,12,9,17,AHL,24,2002-03,25,5
