pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Toronto St. Mary\'s,0,0,2,M-Cup,2,1923-24,17,2
23,Owen Sound Jr. Greys,4,0,8,M-Cup,9,1924-25,18,4
27,Owen Sound Jr. Greys,0,0,0,M-Cup,6,1925-26,19,0
27,Springfield Indians,0,0,0,Can-Am,6,1926-27,20,0
16,Springfield Indians,1,0,4,Can-Am,7,1930-31,24,3
2,Cleveland Falcons,0,0,1,IHL,2,1934-35,28,1
2,London Tecumsehs,1,0,1,IHL,2,1935-36,29,0
