assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1945-46,4,0,0,Montreal Nationale,17,2,0,QJHL
7,1946-47,12,9,2,Laval Nationale,18,11,0,QJHL
7,1947-48,12,8,1,Laval Nationale,19,29,0,QJHL
4,1947-48,8,5,1,Laval Nationale,19,10,0,M-Cup
0,1948-49,4,0,0,Dallas Texans,20,0,0,USHL
4,1950-51,15,6,2,Valleyfield Braves,22,8,0,QMHL
0,1951-52,6,1,1,Valleyfield Braves,23,2,0,QMHL
0,1952-53,4,0,0,Valleyfield Braves,24,6,0,QMHL
1,1953-54,7,2,1,Valleyfield Braves,25,0,0,QHL
2,1955-56,13,4,2,Montreal Royals,27,12,0,QHL
2,1955-56,5,2,0,Montreal Royals,27,0,0,Ed-Cup
1,1956-57,4,1,0,Montreal Royals,28,0,0,QHL
0,1957-58,6,1,1,Chicoutimi Sagueneens,29,2,0,QHL
2,1958-59,8,2,0,Montreal Royals,30,4,0,QHL
5,1959-60,14,5,0,Montreal Royals,31,4,0,EPHL
2,1961-62,7,2,0,Granby Vics,33,4,0,Al-Cup
