assists,year,games_played,points,goals,team,age,pim,plus_minus,league
4,1945-46,19,7,3,Montreal Nationale,17,19,0,QJHL
12,1946-47,27,19,7,Laval Nationale,18,47,0,QJHL
8,1947-48,32,14,6,Laval Nationale,19,24,0,QJHL
11,1948-49,56,13,2,Dallas Texans,20,36,0,USHL
4,1949-50,52,4,0,Cincinnati Mohawks,21,18,0,AHL
13,1950-51,53,15,2,Valleyfield Braves,22,32,0,QMHL
0,1950-51,6,0,0,Valleyfield Braves,22,4,0,Alx-Cup
9,1951-52,60,16,7,Valleyfield Braves,23,22,0,QMHL
17,1952-53,60,25,8,Valleyfield Braves,24,18,0,QMHL
14,1953-54,57,20,6,Valleyfield Braves,25,14,0,QHL
25,1954-55,61,32,7,Valleyfield Braves,26,40,0,QHL
21,1955-56,63,25,4,Montreal Royals,27,26,0,QHL
21,1956-57,68,32,11,Montreal Royals,28,46,0,QHL
1,1956-57,2,1,0,Rochester Americans,28,0,0,AHL
16,1957-58,56,24,8,Chicoutimi Sagueneens,29,26,0,QHL
15,1958-59,51,20,5,Montreal Royals,30,32,0,QHL
9,1959-60,52,12,3,Montreal Royals,31,44,0,EPHL
