giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
1,NHL,17,0,21,0,14,7,1,25,0,83,NYI,1,0,[],0.0,0,1,-1,0,0,0,2008-09,3,4:52,0,68,0,1
0,NHL,6,0,22,0,1,1,0,3,0,16,NYI,0,0,[],0.0,0,0,-2,0,0,0,2009-10,0,2:41,0,27,0,0
0,NHL,3,0,24,0,0,0,0,2,0,6,WSH,0,0,[],0,0,0,0,0,0,0,2011-12,0,1:59,0,10,0,0
