year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,17,3,2,1,0,OHL,11,Niagara Falls Thunder,4
1990-91,18,7,12,8,0,OHL,14,Niagara Falls Thunder,15
1991-92,19,17,36,24,0,OHL,17,Niagara Falls Thunder,41
1992-93,20,3,15,14,0,AHL,12,Rochester Americans,17
1994-95,22,0,21,2,0,AHL,5,Rochester Americans,2
1995-96,23,2,6,12,0,IHL,12,Detroit Vipers,14
1996-97,24,4,12,6,0,IHL,18,Detroit Vipers,10
1997-98,25,2,12,4,0,IHL,9,Cincinnati Cyclones,6
1998-99,26,1,12,1,0,IHL,3,Cincinnati Cyclones,2
1999-00,27,2,23,6,0,IHL,11,Cincinnati Cyclones,8
