year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1921-22,17,0,0,0,0,OHA-Jr.,3,University of Toronto,0
1922-23,18,11,0,3,0,OHA-Jr.,6,University of Toronto,14
1923-24,19,18,10,3,0,OHA-Jr.,8,University of Toronto,21
1924-25,20,4,0,2,0,OHA-Sr.,8,University of Toronto,6
1925-26,21,31,11,7,0,OHA-Sr.,9,Toronto Varsity Grads,38
1926-27,22,31,11,7,0,OHA-Sr.,9,Toronto Varsity Grads,38
1927-28,23,20,0,10,0,Exhib.,12,Toronto Varsity Grads,30
1927-28,23,12,0,2,0,Olympics,3,Canada,14
1932-33,28,1,4,1,0,IHL,10,Windsor Bulldogs,2
1932-33,28,0,0,0,0,WCHL,8,Vancouver Maroons,0
