assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1994-95,3,1,1,Chicago Wolves,27,0,0,IHL
9,1995-96,13,24,15,HC Amiens,28,54,0,France
0,1997-98,3,1,1,Brynas IF Gavle,30,0,0,Sweden
1,1998-99,4,1,0,EV Zug,31,4,0,Swiss
3,1999-00,4,4,1,EHC Olten,32,8,0,Swiss-2
4,2000-01,4,7,3,EHC Olten,33,12,0,Swiss-2
0,2001-02,3,1,1,Berlin Capitals,34,0,0,Germany
