game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,13.3,-4,15,1,24,,7,2,1991-92,4,0,2,1,WIN,,2,,NHL
0,0.0,-1,3,0,25,,4,0,1992-93,0,0,0,0,WIN,,0,,NHL
