average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,79,5,3,0,NHL,21,31,0,66,11,259,0,17,0,11,1,16,0,1990-91,DET,31,0,48,0,12.0,,77,"[{'link': '/awards/voting-1991.html#calder', 'name': 'Calder-2'}, {'link': '/awards/voting-1991.html#selke', 'name': 'Selke-21'}]"
,0,86,5,2,0,NHL,22,31,0,72,26,249,0,23,0,7,3,20,0,1991-92,DET,32,0,54,0,12.9,,80,"[{'link': '/awards/voting-1992.html#selke', 'name': 'Selke-2'}]"
,0,87,3,4,0,NHL,23,30,0,72,33,217,0,17,0,13,5,18,0,1992-93,DET,34,0,53,0,15.7,,73,"[{'link': '/awards/voting-1993.html#selke', 'name': 'Selke-4'}]"
,0,120,10,4,0,NHL,24,42,0,34,48,337,0,0,0,13,7,15,0,1993-94,DET,56,0,64,0,16.6,,82,"[{'link': '/awards/nhl_all_star.html#1994', 'name': None}, {'link': '/awards/voting-1994.html#byng', 'name': 'Byng-4'}, {'link': '/awards/hart.html#1994', 'name': None}, {'link': '/awards/pearson.html#1994', 'name': None}, {'link': '/awards/selke.html#1994', 'name': None}]"
,0,50,5,3,0,NHL,25,21,0,24,6,147,0,10,0,7,0,9,0,1994-95,DET,20,0,30,0,13.6,,42,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1995.html#selke', 'name': 'Selke-4'}]"
,0,107,11,3,0,NHL,26,40,0,48,49,306,0,25,0,11,2,26,0,1995-96,DET,39,0,68,0,12.7,,78,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-1996.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1996.html#byng', 'name': 'Byng-12'}, {'link': '/awards/voting-1996.html#hart', 'name': 'Hart-5'}, {'link': '/awards/selke.html#1996', 'name': None}]"
,0,63,4,2,0,NHL,27,26,0,30,29,273,0,19,0,9,1,6,0,1996-97,DET,30,0,33,0,11.0,,74,"[{'link': '/awards/voting-1997.html#selke', 'name': 'Selke-9'}]"
,0,17,2,0,0,NHL,28,9,0,25,10,68,0,4,0,2,0,2,0,1997-98,DET,6,0,11,0,8.8,,21,[]
19:21,0,63,3,2,0,NHL,29,24,0,66,9,224,0,18,0,6,0,13,0,1998-99,DET,26,0,37,0,11.6,1490,77,[]
20:05,0,62,7,4,0,NHL,30,19,0,22,8,263,0,19,0,4,1,15,0,1999-00,DET,27,0,35,0,10.3,1366,68,[]
21:05,0,69,7,2,0,NHL,31,13,0,40,12,268,0,16,0,14,1,23,0,2000-01,DET,32,0,37,0,11.9,1581,75,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2001.html#byng', 'name': 'Byng-37'}, {'link': '/awards/voting-2001.html#hart', 'name': 'Hart-19'}, {'link': '/awards/voting-2001.html#selke', 'name': 'Selke-12'}]"
19:33,0,68,6,0,0,NHL,32,24,0,36,20,256,0,21,0,10,2,11,0,2001-02,DET,31,0,37,0,12.1,1583,81,"[{'link': '/awards/voting-2002.html#selke', 'name': 'Selke-8'}]"
