power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,7,6,1,NHL,1990-91,21,1,DET,,5,4,-1,0,22,,,4.5,1
1,11,10,1,NHL,1991-92,22,5,DET,,5,8,2,0,27,,,18.5,2
1,7,9,0,NHL,1992-93,23,3,DET,,6,23,4,1,26,,,11.5,1
0,7,8,0,NHL,1993-94,24,1,DET,,7,6,-1,0,19,,,5.3,1
3,17,0,0,NHL,1994-95,25,7,DET,,0,6,13,0,53,,,13.2,4
0,19,20,2,NHL,1995-96,26,2,DET,,0,10,8,0,59,,,3.4,2
3,0,20,0,NHL,1996-97,27,8,DET,,12,12,5,0,79,,SC,10.1,5
2,0,20,1,NHL,1997-98,28,0,DET,,10,12,0,1,0,,SC,11.6,0
0,10,9,0,NHL,1998-99,29,1,DET,199,8,8,3,0,38,,,2.6,1
2,9,8,1,NHL,1999-00,30,4,DET,187,4,4,2,0,34,,,11.8,2
1,6,7,1,NHL,2000-01,31,2,DET,134,5,0,0,0,16,,,12.5,1
2,0,19,0,NHL,2001-02,32,5,DET,514,14,20,4,1,0,,SC,5.7,2
0,4,3,0,NHL,2002-03,33,1,DET,88,2,0,-1,0,14,,,7.1,1
0,7,5,0,NHL,2007-08,38,1,WSH,151,4,8,-1,0,18,39,,5.6,1
0,14,8,1,NHL,2008-09,39,1,WSH,233,7,12,1,0,24,47,,4.2,1
