average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,15,0,0,NHL,20,11,118,-1,33,2,0,0,2,1986-87,NYR,2,13,[],6.1,,52
,27,1,0,NHL,21,8,159,-8,54,1,2,0,16,1987-88,QUE,3,24,[],5.6,,63
,43,1,1,NHL,22,17,149,-6,84,8,2,2,13,1988-89,PHI,11,32,[],13.1,,78
,22,1,0,NHL,23,15,169,-8,60,3,1,1,2,1989-90,PHI,4,18,[],6.7,,63
,32,1,0,NHL,24,11,204,-15,97,1,6,0,14,1990-91,PHI,7,25,[],7.2,,79
,16,0,1,NHL,25,10,195,-14,70,3,0,0,2,1991-92,PHI,4,12,[],5.7,,73
,19,0,0,NHL,26,14,150,18,45,3,0,0,2,1992-93,PHI,3,16,[],6.7,,83
,7,0,0,NHL,27,6,130,13,32,1,0,0,0,1993-94,DET,1,6,[],3.1,,68
,3,0,0,NHL,28,2,21,7,9,1,0,0,0,1994-95,DET,1,2,[],11.1,,20
,13,0,0,NHL,29,8,80,10,42,2,1,0,2,1995-96,FLA,3,10,[],7.1,,73
,14,0,0,NHL,30,13,96,-4,38,0,0,0,1,1996-97,FLA,0,14,[],0.0,,70
,8,1,0,NHL,31,7,63,6,34,1,0,0,0,1997-98,FLA,1,7,[],2.9,,74
18:14,11,0,0,NHL,32,8,54,0,25,2,0,1,0,1998-99,FLA,2,9,[],8.0,1130,62
