year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1973-74,17,26,30,33,0,QMJHL,70,Chicoutimi Sagueneens,59
1974-75,18,18,44,33,0,QMJHL,64,Laval National,51
1975-76,19,29,45,42,0,QMJHL,63,Laval National,71
1976-77,20,17,2,13,0,USHL,15,Milwaukee Admirals,30
1976-77,20,0,2,0,0,IHL,10,Dayton Gems,0
1977-78,21,37,51,37,0,IHL,80,Milwaukee Admirals,74
1978-79,22,35,38,32,0,AHL,73,Maine Mariners,67
1979-80,23,23,51,24,0,AHL,71,Maine Mariners,47
1980-81,24,4,25,11,0,CHL,31,Wichita Wind,15
1981-82,25,25,23,29,0,IHL,70,Milwaukee Admirals,54
1982-83,26,35,17,53,0,IHL,67,Milwaukee Admirals,88
1983-84,27,36,37,49,0,IHL,82,Milwaukee Admirals,85
