goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,2.0,0,2,2011-12,[],22,556,0,0,3,260,282,0,MIN,0,0,7,2.37,21,NHL,.922,.429,12,0,3,6
0,0.0,0,1,2012-13,[],5,59,0,0,0,28,33,0,MIN,0,0,1,5.08,22,NHL,.848,.000,1,0,0,1
0,1.3,0,1,2013-14,[],22,426,1,0,4,217,239,0,BUF,0,0,8,3.10,23,NHL,.908,.500,8,0,1,6
0,0.4,0,1,2014-15,[],18,250,1,0,1,137,155,0,BUF,0,0,4,4.32,24,NHL,.884,.250,5,0,0,4
