shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,419,7,0,1994-95,0,6,2.86,AHL,0,20,0,0,1,0,0,22,0,1,0,0,Albany River Rats
0,0,0,0,182,3,0,1995-96,0,1,1.65,AHL,0,5,0,0,2,0,0,23,0,1,0,0,Albany River Rats
