pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Montreal Jr. Canadiens,2,0,4,QJHL,3,1940-41,18,2
2,Montreal Navy,2,0,5,MNDHL,5,1942-43,20,3
2,Toronto Navy,2,0,2,OHA-Sr.,2,1942-43,20,0
4,Montreal Navy,4,0,11,MNDHL,4,1943-44,21,7
2,Montreal Navy,6,0,10,MNDHL,5,1944-45,22,4
2,Shawinigan Cataracts,1,0,5,QSHL,7,1947-48,25,4
12,Shawinigan Cataracts,3,0,5,QSHL,7,1948-49,26,2
4,Chicoutimi Sagueneens,6,0,15,QMHL,20,1952-53,30,9
2,Chicoutimi Sagueneens,2,0,4,QHL,7,1953-54,31,2
8,Quebec Aces,5,0,6,QHL,8,1954-55,32,1
2,Quebec Aces,0,0,3,QHL,7,1955-56,33,3
0,Kingston CKLC\'s,2,0,4,OHA-Sr.,5,1956-57,34,2
