year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,21,0,0,0,0,IHL,4,Peoria Rivermen,0
1990-91,22,3,22,5,0,IHL,19,Peoria Rivermen,8
1991-92,23,0,14,0,0,IHL,7,Peoria Rivermen,0
