assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Montreal Jr. Royals,1,1934-35,2,1,2,18,0,QJHL
1,Montreal Jr. Royals,3,1935-36,2,4,0,19,0,QJHL
0,Montreal Royals,0,1935-36,5,0,0,19,0,QSHL
0,Montreal Royals,2,1936-37,5,2,2,20,0,QSHL
8,Montreal Royals,2,1938-39,5,10,8,22,0,QSHL
13,Montreal Royals,9,1938-39,15,22,14,22,0,Al-Cup
6,Montreal Royals,4,1939-40,8,10,2,23,0,QSHL
5,Montreal Royals,1,1939-40,5,6,9,23,0,Al-Cup
3,Montreal Royals,4,1940-41,8,7,2,24,0,QSHL
4,Montreal Royals,4,1940-41,14,8,6,24,0,Al-Cup
1,Montreal Royals,0,1942-43,4,1,2,26,0,QSHL
4,Montreal Royals,4,1944-45,7,8,2,28,0,QSHL
6,Montreal Royals,7,1945-46,11,13,4,29,0,QSHL
