assists,team,goals,year,games_played,points,pim,age,plus_minus,league
6,Montreal Jr. Royals,8,1934-35,10,14,2,18,0,QJHL
3,Montreal Jr. Royals,5,1935-36,9,8,2,19,0,QJHL
15,Montreal Royals,6,1936-37,21,21,12,20,0,QSHL
10,Montreal Royals,12,1938-39,21,22,35,22,0,QSHL
19,Montreal Royals,11,1939-40,29,30,38,23,0,QSHL
18,Montreal Royals,15,1940-41,33,33,24,24,0,QSHL
4,Montreal Royals,2,1941-42,9,6,6,25,0,QSHL
15,Montreal Royals,19,1942-43,22,34,28,26,0,QSHL
28,Montreal Royals,23,1944-45,23,51,14,28,0,QSHL
24,Montreal Royals,20,1945-46,38,44,41,29,0,QSHL
