assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,2011-12,6,1,1,Sarnia Sting,16,2,0,OHL
2,2012-13,4,3,1,Sarnia Sting,17,8,-5,OHL
16,2014-15,13,16,0,Sault Ste. Marie Greyhounds,19,18,12,OHL
