pim,team,assists,plus_minus,points,league,games_played,year,age,goals
20,Regina Canadians,65,0,143,SMHL,70,1982-83,15,78
0,Regina Pats,0,0,0,WHL,1,1982-83,15,0
30,Regina Pats,28,0,43,WHL,63,1983-84,16,15
48,Regina Pats,35,0,70,WHL,66,1984-85,17,35
47,Regina Pats,34,0,77,WHL,50,1985-86,18,43
24,3 Teams,21,0,40,WHL,36,1986-87,19,19
9,Regina Pats,6,0,15,WHL,12,1986-87,19,9
9,Seattle Thunderbirds,11,0,16,WHL,13,1986-87,19,5
6,Portland Winter Hawks,4,0,9,WHL,11,1986-87,19,5
22,Adirondack Red Wings,11,0,20,AHL,34,1987-88,20,9
33,Adirondack Red Wings,28,0,68,AHL,66,1988-89,21,40
24,Adirondack Red Wings,15,0,29,AHL,33,1989-90,22,14
0,Adirondack Red Wings,2,0,2,AHL,1,1991-92,24,0
4,Michigan K-Wings,2,0,3,IHL,9,1996-97,29,1
38,2 Teams,36,7,75,IHL,66,1997-98,30,39
24,Detroit Vipers,23,5,41,IHL,40,1997-98,30,18
14,Cincinnati Cyclones,13,2,34,IHL,26,1997-98,30,21
8,Kassel Huskies,6,0,11,Germany,24,1999-00,32,5
