age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,14.3,5,6,5,NHL,13,0,1967-68,0,49,7,,2,6,,MTL,13
23,SC,10.3,3,2,-1,NHL,0,0,1968-69,0,39,4,,1,6,,MTL,6
25,SC,13.0,5,10,8,NHL,0,0,1970-71,1,69,9,,4,17,,MTL,19
26,,6.3,2,1,-3,NHL,6,0,1971-72,0,32,2,,0,2,,MTL,3
27,SC,9.9,4,13,10,NHL,0,0,1972-73,1,0,7,,3,2,,MTL,20
28,,0.0,0,4,0,NHL,6,0,1973-74,0,20,0,,0,2,,MTL,4
29,,11.9,4,7,2,NHL,11,0,1974-75,0,42,5,,1,4,,MTL,12
30,SC,8.3,1,3,5,NHL,13,0,1975-76,1,36,3,,1,2,,MTL,6
31,SC,18.4,6,12,12,NHL,0,0,1976-77,3,38,7,,1,6,,MTL,19
32,SC,9.1,6,8,13,NHL,0,0,1977-78,1,0,6,,0,10,,MTL,14
33,SC,18.6,5,12,3,NHL,16,0,1978-79,2,59,0,,0,6,,MTL,0
