year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,17,3,20,5,0,EJC-A,6,Sweden,8
1990-91,18,1,14,3,0,Sweden,39,AIK Solna,4
1991-92,19,9,20,2,0,Sweden,33,AIK Solna,11
1991-92,19,2,10,3,0,WJC-A,7,Sweden,5
1992-93,20,5,56,4,0,Sweden,22,AIK Solna,9
1992-93,20,0,10,3,0,WJC-A,7,Sweden,3
1992-93,20,4,42,5,0,Sweden-Q,18,AIK Solna,9
1993-94,21,13,75,19,0,AHL,76,Saint John Flames,32
1994-95,22,9,151,5,0,AHL,72,Saint John Flames,14
1995-96,23,16,66,20,0,AHL,74,Saint John Flames,36
1996-97,24,15,93,21,0,Finland,50,TPS Turku,36
1996-97,24,2,10,4,0,EuroHL,6,TPS Turku,6
1996-97,24,2,22,1,0,WC-A,11,Sweden,3
1997-98,25,17,68,16,0,Finland,47,TPS Turku,33
1997-98,25,2,31,1,0,EuroHL,6,TPS Turku,3
1998-99,26,21,104,12,0,Sweden,43,MIF Redhawks Malmo,33
1999-00,27,22,75,10,0,Sweden,47,MIF Redhawks Malmo,32
2000-01,28,22,54,22,0,Germany,59,Dusseldorfer EG,44
2001-02,29,20,87,22,0,Germany,59,Kolner Haie,42
2002-03,30,7,30,11,0,Germany,52,Kolner Haie,18
2003-04,31,1,110,5,0,Sweden,50,MIF Redhawks Malmo,6
2004-05,32,14,76,21,0,German-2,49,EV Duisburg,35
2005-06,33,5,81,7,0,Germany,51,Fuchse Duisburg,12
2006-07,34,16,40,19,0,Italy,32,HC Alleghe,35
2007-08,35,7,26,15,0,Italy,21,HC Alleghe,22
2007-08,35,1,8,1,0,AsianHL,10,Nippon Paper Cranes,2
