year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1991-92,14,5,6,17,0,ON-Jr.A,37,Kingston Voyageurs,22
1992-93,15,31,18,29,0,ON-Jr.A,38,Kingston Voyageurs,60
1993-94,16,13,10,23,0,OHL,38,Ottawa 67\'s,36
1994-95,17,16,20,38,0,OHL,65,Ottawa 67\'s,54
1995-96,18,34,24,48,0,OHL,55,Ottawa 67\'s,82
1995-96,18,2,2,3,0,WJC-A,6,Canada,5
1996-97,19,56,16,56,0,OHL,50,Ottawa 67\'s,112
1996-97,19,0,2,5,0,WJC-A,7,Canada,5
1999-00,22,1,0,1,-3,AHL,5,St. John\'s Maple Leafs,2
2000-01,23,16,12,28,-4,AHL,47,St. John\'s Maple Leafs,44
