pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,United States,3,0,7,WJC-A,5,1978-79,18,4
8,University of Minnesota,47,0,72,WCHA,41,1979-80,19,25
24,University of Minnesota,59,0,106,WCHA,45,1980-81,20,47
0,United States,2,0,4,WEC-A,8,1980-81,20,2
11,Fort Worth Texans,21,0,36,CHL,19,1981-82,21,15
8,United States,2,0,4,WEC-A,7,1981-82,21,2
0,Wichita Wind,4,0,4,CHL,4,1982-83,22,0
2,United States,4,0,4,Can-Cup,5,1984-85,24,0
8,United States,1,0,1,WEC-A,10,1984-85,24,0
14,United States,6,0,8,WEC-A,10,1985-86,25,2
6,United States,6,0,11,WEC-A,10,1986-87,26,5
2,United States,2,0,2,Can-Cup,5,1987-88,27,0
2,Minnesota North Stars,0,0,1,Fr-Tour,3,1990-91,30,1
0,Moncton Hawks,2,0,2,AHL,4,1991-92,31,0
0,United States,0,0,0,WC-Q,3,1998-99,38,0
