average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,20,0,0,0,1,0,0,0,0,1980-81,CLR,0,0,[],0.0,,2
,39,5,1,NHL,21,17,6,-11,67,9,5,0,7,1981-82,CLR,15,24,[],22.4,,58
,55,1,1,NHL,22,20,28,-20,126,10,5,0,19,1982-83,NJD,16,39,[],12.7,,73
,36,1,0,NHL,23,18,36,-28,102,10,3,0,5,1983-84,NJD,13,23,[],12.7,,0
,57,2,0,NHL,24,22,38,-18,170,12,10,0,13,1984-85,NJD,22,35,[],12.9,,0
,43,1,0,NHL,25,18,26,2,157,14,4,0,7,1985-86,NJD,18,25,[],11.5,,66
,79,3,0,NHL,26,27,36,5,179,20,6,1,25,1986-87,NJD,26,53,"[{'link': '/awards/voting-1987.html#byng', 'name': 'Byng-11'}]",14.5,,80
,83,4,2,NHL,27,32,80,20,180,17,7,1,24,1987-88,NJD,26,57,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-12'}]",14.4,,0
,59,2,0,NHL,28,22,81,-7,178,12,4,0,21,1988-89,NJD,16,43,[],9.0,,0
,36,2,2,NHL,29,15,58,-23,148,16,1,0,2,1989-90,TOT,19,17,[],12.8,,77
,18,0,2,NHL,29,7,36,-15,83,7,1,0,1,1989-90,NJD,10,8,[],12.0,,42
,18,2,0,NHL,29,8,22,-8,65,9,0,0,1,1989-90,MNS,9,9,[],13.8,,35
,19,1,0,NHL,30,7,38,9,85,10,1,0,1,1990-91,TOT,11,8,[],12.9,,47
,9,0,0,NHL,30,3,6,-3,40,4,1,0,1,1990-91,QUE,5,4,[],12.5,,20
,10,1,0,NHL,30,4,32,12,45,6,0,0,0,1990-91,TOR,6,4,[],13.3,,27
,9,3,0,NHL,31,5,14,2,29,4,0,0,0,1991-92,WIN,4,5,[],13.8,,25
