assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Farjestads BK Karlstad,0,1988-89,1,0,0,16,0,Sweden
0,Farjestads BK Karlstad,0,1989-90,1,0,0,17,0,Sweden
0,Sweden,2,1989-90,6,2,0,17,0,EJC-A
5,Farjestads BK Karlstad,5,1990-91,40,10,4,18,0,Sweden
11,Farjestads BK Karlstad,14,1991-92,40,25,6,19,0,Sweden
2,Sweden,3,1991-92,7,5,0,19,0,WJC-A
13,Farjestads BK Karlstad,13,1992-93,40,26,14,20,0,Sweden
2,Farjestads BK Karlstad,7,1993-94,22,9,10,21,0,Sweden
12,Farjestads BK Karlstad,14,1994-95,40,26,16,22,0,Sweden
11,Farjestads BK Karlstad,32,1995-96,40,43,18,23,0,Sweden
3,Sweden,4,1996-97,11,7,4,24,0,WC-A
2,Sweden,2,2002-03,9,4,0,30,4,WC-A
19,HC Davos,24,2003-04,34,43,20,31,0,Swiss
1,Sweden,5,2003-04,9,6,2,31,-2,WC-A
17,Farjestads BK Karlstad,15,2004-05,49,32,24,32,0,Sweden
4,Sweden,2,2004-05,9,6,4,32,5,WC-A
14,Farjestads BK Karlstad,10,2005-06,49,24,24,33,0,Sweden
12,Farjestads BK Karlstad,20,2006-07,55,32,18,34,0,Sweden
7,Farjestads BK Karlstad,2,2007-08,36,9,32,35,0,Sweden
2,HC Lugano,6,2007-08,10,8,4,35,0,Swiss
2,Sodertalje SK,2,2008-09,7,4,2,36,0,Sweden
3,Sodertalje SK,3,2008-09,10,6,6,36,0,Sweden-Q
