game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,1,0,1979-80,0,0,0,0,,NHL,0,0,19,0,[],0,0,,MNS
0,0,0,0,1,0,1980-81,0,0,0,0,,NHL,0,0,20,0,[],0,0,,MNS
0,-1,10,0,9,0,1981-82,0,0,0,0,,NHL,0.0,0,21,6,[],0,0,,TOT
0,0,5,0,6,0,1981-82,0,0,0,0,,NHL,0.0,0,21,4,[],0,0,,MNS
0,-1,5,0,3,0,1981-82,0,0,0,0,,NHL,0.0,0,21,2,[],0,0,,CLR
0,-1,1,0,1,0,1983-84,0,0,0,0,,NHL,0.0,0,23,0,[],0,0,,QUE
