assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1977-78,12,6,4,New Westminster Bruins,17,121,0,WCJHL
39,1978-79,71,77,38,Portland Winter Hawks,18,143,0,WHL
68,1979-80,72,134,66,Portland Winter Hawks,19,181,0,WHL
16,1980-81,35,39,23,Oklahoma City Stars,20,46,0,CHL
25,1981-82,63,59,34,2 Teams,21,94,0,CHL
13,1981-82,29,32,19,Nashville South Stars,21,29,0,CHL
12,1981-82,34,27,15,Fort Worth Texans,21,65,0,CHL
37,1982-83,80,73,36,Birmingham South Stars,22,100,0,CHL
44,1983-84,75,77,33,Fredericton Express,23,74,0,AHL
10,1984-85,21,18,8,Fredericton Express,24,52,0,AHL
6,1985-86,29,11,5,New Haven Nighthawks,25,12,0,AHL
