league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,2,0,18,2,0,0,,CGY,[],0.0,0,0,0,0,0,1981-82,,0,0,0,0
NHL,14,0,19,7,4,0,,CGY,[],14.3,1,3,0,1,0,1982-83,,0,9,0,3
NHL,51,2,20,160,45,23,,CGY,[],6.9,4,34,0,11,0,1983-84,,7,42,0,11
NHL,67,0,21,259,66,33,,CGY,[],5.4,6,52,7,14,0,1984-85,,8,75,0,19
NHL,77,0,22,241,68,38,,CGY,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-16'}]",4.6,7,57,38,11,0,1985-86,,4,76,1,18
NHL,79,2,23,262,76,26,,CGY,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-4'}, {'link': '/awards/nhl_all_star.html#1987', 'name': None}, {'link': '/awards/voting-1987.html#norris', 'name': 'Norris-6'}]",7.6,13,56,20,20,0,1986-87,,7,97,0,30
NHL,0,2,24,245,83,39,,CGY,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-11'}]",10.2,16,58,13,25,2,1987-88,,7,114,1,18
NHL,79,3,25,277,74,37,,CGY,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-3'}, {'link': '/awards/nhl_all_star.html#1989', 'name': None}, {'link': '/awards/voting-1989.html#norris', 'name': 'Norris-3'}, {'link': '/awards/smythe.html#1989', 'name': None}]",5.8,8,58,38,16,0,1988-89,,8,136,1,20
NHL,79,3,26,304,90,40,,CGY,"[{'link': '/awards/nhl_all_star.html#1990', 'name': None}, {'link': '/awards/voting-1990.html#norris', 'name': 'Norris-2'}]",9.2,13,62,20,28,1,1989-90,,14,82,1,21
NHL,78,1,27,305,103,46,,CGY,"[{'link': '/awards/nhl_all_star.html#1991', 'name': None}, {'link': '/awards/voting-1991.html#hart', 'name': 'Hart-8'}, {'link': '/awards/voting-1991.html#norris', 'name': 'Norris-2'}]",9.2,11,75,42,28,0,1990-91,,17,90,3,26
NHL,72,0,28,304,77,37,,CGY,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-1992.html#norris', 'name': 'Norris-8'}]",6.6,9,57,13,20,0,1991-92,,11,83,1,19
NHL,50,4,29,201,54,27,,CGY,[],5.5,4,43,15,11,0,1992-93,,7,61,2,14
NHL,75,5,30,324,82,34,,CGY,"[{'link': '/awards/voting-1994.html#AS', 'name': 'AS-3'}, {'link': '/awards/nhl_all_star.html#1994', 'name': None}, {'link': '/awards/voting-1994.html#norris', 'name': 'Norris-3'}]",8.6,15,54,35,28,1,1993-94,,12,95,2,18
NHL,32,0,31,110,28,10,,STL,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-10'}]",7.3,6,20,19,8,0,1994-95,,2,43,1,9
NHL,82,1,32,317,61,25,,STL,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-16'}]",5.4,7,44,5,17,1,1995-96,,9,88,1,18
NHL,72,1,33,296,43,11,,STL,[],4.4,6,30,2,13,1,1996-97,,6,65,2,17
NHL,71,2,34,227,49,17,,STL,"[{'link': '/awards/voting-1998.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1998.html#norris', 'name': 'Norris-8'}]",8.4,9,30,6,19,1,1997-98,,9,80,1,12
NHL,82,2,35,314,62,26,2388,STL,"[{'link': '/awards/nhl_all_star.html#1999', 'name': None}, {'link': '/awards/voting-1999.html#hart', 'name': 'Hart-10'}, {'link': '/awards/norris.html#1999', 'name': None}]",6.4,8,42,33,20,1,1998-99,29:07,11,70,2,14
NHL,61,7,36,245,39,13,1593,STL,"[{'link': '/awards/voting-2000.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2000.html#norris', 'name': 'Norris-8'}]",4.5,5,28,20,11,0,1999-00,26:07,6,34,1,14
NHL,59,3,37,218,54,29,1565,STL,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2001.html#norris', 'name': 'Norris-7'}]",5.5,5,42,23,12,1,2000-01,26:32,6,52,2,11
NHL,71,4,38,231,46,16,1912,STL,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-17'}]",4.8,5,35,3,11,0,2001-02,26:56,6,52,0,19
NHL,80,2,39,299,68,28,2153,STL,"[{'link': '/awards/nhl_all_star.html#2003', 'name': None}, {'link': '/awards/voting-2003.html#byng', 'name': 'Byng-26'}, {'link': '/awards/voting-2003.html#hart', 'name': 'Hart-6'}, {'link': '/awards/voting-2003.html#norris', 'name': 'Norris-2'}]",5.4,6,52,22,16,1,2002-03,26:55,9,61,1,23
NHL,3,0,40,9,2,2,75,STL,[],0.0,0,2,-1,0,0,2003-04,24:59,0,6,0,0
