age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,5.1,0,12,-1,NHL,11,0,1983-84,1,39,2,,2,13,,CGY,14
21,,7.7,0,2,-1,NHL,4,0,1984-85,0,13,1,,1,8,,CGY,3
22,,5.1,2,0,11,NHL,21,0,1985-86,0,0,4,,2,30,,CGY,19
23,,10.0,0,0,-1,NHL,4,0,1986-87,0,10,1,,1,0,,CGY,1
24,,10.7,1,6,0,NHL,7,0,1987-88,0,28,3,,2,18,,CGY,9
25,SC,10.1,2,0,6,NHL,0,0,1988-89,0,69,7,,5,46,,CGY,0
26,,10.5,1,3,1,NHL,6,0,1989-90,0,19,2,,1,8,,CGY,5
27,,8.0,0,3,-5,NHL,7,0,1990-91,0,25,2,,2,8,,CGY,5
29,,4.0,0,6,-4,NHL,6,0,1992-93,0,25,1,,1,10,,CGY,7
30,,6.3,1,6,5,NHL,7,0,1993-94,0,32,2,,1,12,,CGY,8
31,,4.5,1,5,-3,NHL,7,0,1994-95,0,22,1,,0,10,,STL,6
32,,6.3,2,4,2,NHL,13,0,1995-96,0,48,3,,1,20,,STL,7
33,,4.5,0,2,-1,NHL,6,0,1996-97,0,22,1,,1,4,,STL,3
34,,7.4,1,6,1,NHL,8,0,1997-98,0,27,2,,1,12,,STL,8
35,,6.1,2,8,-2,NHL,13,0,1998-99,0,66,4,35:14,2,20,458,STL,12
36,,2.5,0,3,-1,NHL,7,0,1999-00,0,40,1,28:52,1,14,202,STL,4
37,,3.0,0,8,2,NHL,15,0,2000-01,0,67,2,30:46,2,18,461,STL,10
38,,0.0,0,7,3,NHL,10,0,2001-02,0,30,0,29:03,0,4,290,STL,7
39,,0.0,0,1,0,NHL,3,0,2002-03,0,3,0,12:41,0,0,38,STL,1
