average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,13,0,0,NHL,24,0,31,0,0,0,0,0,0,1923-24,HAM,11,2,[],0,,23
,34,0,0,NHL,25,0,81,0,0,0,0,0,0,1924-25,HAM,19,0,[],0,,30
,17,0,0,NHL,26,0,42,0,0,0,0,0,0,1925-26,NYA,13,4,[],0,,35
,14,0,0,NHL,27,0,53,0,0,0,0,0,0,1926-27,NYA,10,4,[],0,,43
,7,0,0,NHL,28,0,67,0,0,0,0,0,0,1927-28,NYA,6,1,[],0,,40
,0,0,0,NHL,29,0,16,0,0,0,0,0,0,1928-29,TOT,0,0,[],0,,24
,0,0,0,NHL,29,0,16,0,0,0,0,0,0,1928-29,BOS,0,0,[],0,,22
,0,0,0,NHL,29,0,0,0,0,0,0,0,0,1928-29,DTC,0,0,[],0,,2
