age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,SC,12.7,4,12,5,NHL,23,0,1993-94,2,71,9,,5,18,,NYR,21
21,,17.4,4,7,2,NHL,10,0,1994-95,0,23,4,,0,10,,NYR,11
22,,9.7,3,4,0,NHL,11,0,1995-96,1,31,3,,0,14,,NYR,7
25,,20.8,5,7,0,NHL,10,0,1998-99,1,24,5,204,0,14,,PIT,12
26,,2.7,1,5,-1,NHL,11,0,1999-00,0,37,1,292,0,10,,PIT,6
27,,11.4,4,5,-2,NHL,18,0,2000-01,0,44,5,377,1,16,,PIT,10
30,,20.7,5,4,2,NHL,11,0,2003-04,1,29,6,222,1,8,,MTL,10
32,,26.7,3,3,3,NHL,6,0,2005-06,0,15,4,116,1,4,,MTL,7
34,,12.8,2,6,-4,NHL,12,1,2007-08,1,39,5,260,2,8,77,MTL,11
35,,16.7,2,1,0,NHL,4,0,2008-09,0,12,2,80,0,2,22,MTL,3
37,,6.3,1,1,-3,NHL,7,0,2010-11,1,16,1,112,0,10,32,PIT,2
