year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1974-75,18,21,26,38,0,ECAC,27,U. of New Hampshire,59
1975-76,19,33,83,61,0,Nat-Tm,63,United States,94
1975-76,19,0,0,3,0,Olympics,6,United States,3
1975-76,19,5,5,5,0,OMJHL,6,Ottawa 67\'s,10
1976-77,20,30,45,59,0,ECAC,38,U. of New Hampshire,89
1976-77,20,5,4,3,0,WEC-A,10,United States,8
1977-78,21,1,7,3,0,AHL,3,Rochester Americans,4
1980-81,24,1,0,2,0,AHL,3,Springfield Indians,3
1980-81,24,5,4,4,0,WEC-A,8,United States,9
1981-82,25,0,6,1,0,Can-Cup,6,United States,1
1981-82,25,3,4,1,0,WEC-A,7,United States,4
1982-83,26,17,60,31,0,AHL,59,Springfield Indians,48
1983-84,27,17,66,31,0,Finland,37,Karpat Oulu,48
1984-85,28,1,2,6,0,WEC-A,10,United States,7
1985-86,29,36,0,26,0,Swiss,34,HC Sierre,62
