assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Springfield Indians,6,1929-30,26,8,32,19,0,Can-Am
15,Springfield Indians,16,1930-31,38,31,85,20,0,Can-Am
7,Springfield Indians,7,1931-32,21,14,30,21,0,Can-Am
5,St. Paul Saints,2,1945-46,16,7,4,35,0,USHL
29,New Haven Ramblers,7,1946-47,64,36,40,36,0,AHL
25,New Haven Ramblers,6,1947-48,67,31,40,37,0,AHL
21,Indianapolis Capitols,6,1948-49,55,27,24,38,0,AHL
1,Indianapolis Capitols,0,1949-50,30,1,6,39,0,AHL
12,Indianapolis Capitols,4,1950-51,48,16,34,40,0,AHL
15,Indianapolis Capitols,4,1951-52,48,19,40,41,0,AHL
6,New Haven Nutmegs,2,1952-53,21,8,14,42,0,EAHL
10,Kitchener Dutchmen,3,1952-53,24,13,20,42,0,OHA-Sr.
25,Marion Barons,4,1953-54,64,29,70,43,0,IHL
3,Valleyfield Braves,0,1954-55,18,3,4,44,0,QHL
1,Cleveland Barons,0,1954-55,6,1,2,44,0,AHL
2,Chatham Maroons,0,1955-56,7,2,10,45,0,OHA-Sr.
