assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Springfield Indians,0,1930-31,7,2,26,20,0,Can-Am
1,St. Paul Saints,0,1945-46,6,1,4,35,0,USHL
0,New Haven Ramblers,0,1946-47,3,0,6,36,0,AHL
0,New Haven Ramblers,1,1947-48,4,1,6,37,0,AHL
0,Indianapolis Capitols,0,1948-49,2,0,4,38,0,AHL
0,Indianapolis Capitols,0,1949-50,4,0,2,39,0,AHL
1,Indianapolis Capitols,0,1950-51,2,1,2,40,0,AHL
0,Cleveland Barons,0,1952-53,5,0,2,42,0,AHL
2,Marion Barons,0,1953-54,5,2,6,43,0,IHL
1,Cleveland Barons,0,1954-55,3,1,4,44,0,AHL
