pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Skelleftea AIK,0,0,1,Sweden,3,1980-81,18,1
20,Skelleftea AIK HK,3,0,5,Sweden-2,7,1993-94,31,2
