average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,30,0,0,NHL,21,23,16,14,94,4,1,1,1,1983-84,NYR,5,25,[],5.3,,75
,29,0,1,NHL,22,20,33,-11,72,6,0,2,0,1984-85,NYR,7,22,[],9.7,,66
,19,0,0,NHL,23,16,4,12,33,2,0,1,0,1985-86,NYR,2,17,[],6.1,,31
,26,1,1,NHL,24,17,24,3,73,7,0,0,1,1986-87,NYR,8,18,"[{'link': '/awards/voting-1987.html#selke', 'name': 'Selke-7'}]",11.0,,68
,26,0,1,NHL,25,17,33,3,99,6,0,2,0,1987-88,NYR,7,19,"[{'link': '/awards/voting-1988.html#selke', 'name': 'Selke-3'}]",7.1,,70
,15,2,0,NHL,26,10,27,-3,41,4,0,1,0,1988-89,NYR,4,11,"[{'link': '/awards/voting-1989.html#byng', 'name': 'Byng-19'}, {'link': '/awards/voting-1989.html#selke', 'name': 'Selke-9'}]",9.8,,44
,13,1,0,NHL,27,9,8,-17,61,4,0,0,0,1989-90,NYR,4,9,"[{'link': '/awards/voting-1990.html#selke', 'name': 'Selke-6'}]",6.6,,58
,25,0,3,NHL,28,17,8,13,40,4,0,1,0,1990-91,NYR,7,18,"[{'link': '/awards/voting-1991.html#byng', 'name': 'Byng-9'}, {'link': '/awards/voting-1991.html#selke', 'name': 'Selke-8'}]",17.5,,53
,17,0,1,NHL,29,9,4,13,51,7,0,0,0,1991-92,NYR,8,9,"[{'link': '/awards/voting-1992.html#selke', 'name': 'Selke-28'}]",15.7,,46
,16,1,1,NHL,30,10,10,11,36,4,0,1,0,1992-93,NYR,5,11,[],13.9,,45
