age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,7.3,3,4,-1,NHL,0,0,1984-85,2,41,3,,0,72,,PHI,7
21,,10.0,1,2,1,NHL,5,0,1985-86,0,10,1,,0,26,,PHI,3
22,,18.0,0,10,7,NHL,0,1,1986-87,2,61,11,,0,72,,PHI,21
23,,14.3,0,4,-1,NHL,5,1,1987-88,0,7,1,,0,55,,PHI,5
24,,10.3,4,6,0,NHL,16,0,1988-89,1,58,6,,2,69,,PHI,12
27,SC,20.0,3,13,0,NHL,14,0,1991-92,1,30,6,,3,24,,PIT,19
28,,15.6,6,6,2,NHL,12,0,1992-93,0,45,7,,1,24,,PIT,13
29,,14.3,1,3,-2,NHL,6,0,1993-94,1,14,2,,1,20,,PIT,5
31,,20.0,1,0,-7,NHL,5,0,1995-96,1,20,4,,3,21,,BOS,4
33,,50.0,3,2,0,NHL,6,0,1997-98,0,12,6,,3,25,,PHX,8
34,,0.0,0,3,-3,NHL,7,0,1998-99,0,14,0,20:57,0,8,147,PHX,3
35,,10.9,3,6,-2,NHL,18,0,1999-00,1,46,5,18:00,2,0,324,PHI,11
36,,0.0,0,1,-2,NHL,6,0,2000-01,0,8,0,16:19,0,6,98,PHI,1
