pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,North Bay Trappers,2,0,4,NOHA,10,1955-56,20,2
8,North Bay Trappers,5,0,12,NOHA,13,1956-57,21,7
4,Cleveland Barons,2,0,4,AHL,7,1957-58,22,2
20,Cleveland Barons,2,0,3,AHL,7,1958-59,23,1
10,Seattle Totems,9,0,17,WHL,17,1962-63,27,8
10,Seattle Totems,2,0,5,WHL,7,1964-65,29,3
21,Victoria Maple Leafs,9,0,19,WHL,14,1965-66,30,10
25,Rochester Americans,3,0,12,AHL,11,1967-68,32,9
11,Vancouver Canucks,6,0,10,WHL,8,1968-69,33,4
26,Phoenix Roadrunners,3,0,6,WHL,10,1970-71,35,3
2,Phoenix Roadrunners,1,0,1,WHL,5,1971-72,36,0
28,Phoenix Roadrunners,7,0,11,WHL,10,1972-73,37,4
6,Phoenix Roadrunners,5,0,11,WHL,9,1973-74,38,6
2,Tulsa Oilers,1,0,1,CHL,2,1974-75,39,0
