power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,8,2,1,NHL,1982-83,23,1,CGY,,1,27,-1,0,11,,,9.1,1
0,11,7,0,NHL,1983-84,24,2,CGY,,5,12,5,0,32,,,6.3,2
1,3,1,0,NHL,1984-85,25,1,CGY,,0,0,-2,0,3,,,33.3,0
2,19,7,1,NHL,1985-86,26,3,STL,,4,8,-4,0,32,,,9.4,1
