year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,25,0,4,1,0,Sweden,4,Vastra Frolunda HC Goteborg,1
2000-01,27,2,14,1,0,Sweden,5,Vastra Frolunda HC Goteborg,3
2001-02,28,1,8,5,0,Sweden,10,Vastra Frolunda HC Goteborg,6
2002-03,29,2,20,3,0,Sweden,16,Vastra Frolunda HC Goteborg,5
2004-05,31,3,0,0,0,Sweden,6,Linkopings HC,3
2005-06,32,2,10,1,0,Sweden,13,Linkopings HC,3
2008-09,35,0,4,0,0,KHL,4,Atlant Moscow Region,0
2009-10,36,6,6,4,0,Sweden,12,Linkopings HC,10
2010-11,37,1,0,6,0,Sweden,7,Linkopings HC,7
2012-13,39,3,4,5,0,Sweden,10,Linkopings HC,8
