year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1959-60,17,14,54,12,0,MJHL,32,Brandon Wheat Kings,26
1960-61,18,28,53,30,0,MJHL,32,Brandon Wheat Kings,58
1960-61,18,0,0,0,0,WHL,1,Vancouver Canucks,0
1961-62,19,28,72,32,0,MJHL,40,Brandon Wheat Kings,60
1962-63,20,22,76,23,0,EPHL,56,Sudbury Wolves,45
1962-63,20,5,17,7,0,AHL,14,Baltimore Clippers,12
1963-64,21,0,6,2,0,AHL,6,Baltimore Clippers,2
1963-64,21,18,97,30,0,CPHL,59,St. Paul Rangers,48
1964-65,22,25,74,28,0,AHL,68,Baltimore Clippers,53
1965-66,23,21,98,30,0,AHL,62,Baltimore Clippers,51
1966-67,24,20,91,38,0,AHL,69,Pittsburgh Hornets,58
1967-68,25,14,54,16,0,AHL,37,Rochester Americans,30
1968-69,26,15,121,29,0,WHL,64,Vancouver Canucks,44
1969-70,27,36,97,35,0,WHL,66,Vancouver Canucks,71
