shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
5.6,1967-68,36,7,,0,72,3,2,15,10,LAK,4,24,0,NHL,0,,44,14,[],2
1.7,1968-69,73,17,,0,116,2,2,-16,19,LAK,2,25,0,NHL,0,,72,21,[],0
1.6,1969-70,108,5,,0,64,2,1,-33,7,LAK,1,26,0,NHL,0,,52,8,[],0
2.7,1970-71,21,5,,1,37,4,1,-6,10,PHI,1,27,0,NHL,0,,30,11,[],0
2.2,1971-72,35,10,,1,93,9,2,6,20,PHI,2,28,0,NHL,0,,63,22,[],0
5.4,1972-73,32,7,,1,56,4,3,-7,12,TOT,3,29,0,NHL,0,,37,15,[],0
5.0,1972-73,32,7,,1,40,3,2,-8,11,PHI,2,29,0,NHL,0,,29,13,[],0
6.3,1972-73,0,0,,0,16,1,1,1,1,STL,1,29,0,NHL,0,,8,2,[],0
1.4,1973-74,92,14,,0,74,7,1,-28,21,TOT,1,30,0,NHL,0,,71,22,[],0
0,1973-74,0,0,,0,0,0,0,0,0,STL,0,30,0,NHL,0,,2,0,[],0
1.4,1973-74,92,14,,0,74,7,1,-28,21,DET,1,30,0,NHL,0,,69,22,[],0
1.3,1974-75,43,14,,0,80,4,1,-51,18,KCS,1,31,0,NHL,0,,66,19,[],0
6.7,1975-76,63,0,,0,104,0,6,6,28,SDM,7,32,0,WHA,0,,78,35,[],1
7.4,1976-77,48,0,,0,54,0,4,-3,13,SDM,4,33,0,WHA,0,,62,17,[],0
8.3,1977-78,48,0,,0,109,0,6,12,35,BRB,9,34,0,WHA,0,,80,44,[],3
7.5,1978-79,21,0,,0,40,0,2,-9,3,BRB,3,35,0,WHA,0,,48,6,[],1
