assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Toronto Marlboros,0,1959-60,16,1,4,16,0,OHA-Jr.
7,St. Catharines Teepees,1,1961-62,41,8,46,18,0,OHA-Jr.
18,St. Catharines Black Hawks,9,1962-63,50,27,78,19,0,OHA-Jr.
25,New Haven Blades,6,1963-64,53,31,100,20,0,EHL
16,Minneapolis Bruins,2,1964-65,68,18,79,21,0,CPHL
21,Memphis Wings,4,1965-66,70,25,50,22,0,CPHL
4,Pittsburgh Hornets,2,1966-67,5,6,4,23,0,AHL
15,Memphis Wings,3,1966-67,52,18,49,23,0,CPHL
14,Springfield Kings,5,1967-68,25,19,30,24,0,AHL
0,Springfield Kings,0,1969-70,3,0,10,26,0,AHL
20,Quebec Aces,4,1970-71,25,24,34,27,0,AHL
4,Baltimore Clippers,2,1971-72,10,6,6,28,0,AHL
2,Binghamton Dusters,1,1978-79,8,3,8,35,0,AHL
1,Cincinnati Stingers,0,1979-80,11,1,0,36,0,CHL
