pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Germany,0,0,0,EJC-A,6,1992-93,16,0
4,EV Landshut,0,0,0,Germany,33,1993-94,17,0
6,Germany,0,0,0,WJC-A,7,1993-94,17,0
10,Germany,1,0,4,EJC-A,5,1993-94,17,3
22,Adler Mannheim,0,0,0,Germany,31,1994-95,18,0
18,Germany,0,0,1,WJC-A,7,1994-95,18,1
40,Adler Mannheim,3,0,3,Germany,47,1995-96,19,0
2,Germany,1,0,1,WJC-A,6,1995-96,19,0
8,Germany,4,0,7,WC-A,6,1995-96,19,3
2,Germany,1,0,1,W-Cup,3,1996-97,20,0
58,Kaufbeurer Adler,4,0,6,Germany,44,1996-97,20,2
0,Germany,0,0,0,WC-A,8,1996-97,20,0
40,Worcester IceCats,2,-9,2,AHL,31,1997-98,21,0
27,Germany,1,0,1,Olympics,4,1997-98,21,0
2,Detroit Vipers,0,-2,0,IHL,3,1997-98,21,0
5,Dayton Bombers,2,2,2,ECHL,3,1997-98,21,0
16,Germany,0,0,0,WC-A,6,1997-98,21,0
7,Cincinnati Cyclones,1,0,1,IHL,5,1998-99,22,0
41,2 Teams,3,0,4,AHL,53,1998-99,22,1
23,Hershey Bears,1,0,2,AHL,21,1998-99,22,1
18,Cincinnati Mighty Ducks,2,0,2,AHL,32,1998-99,22,0
33,Germany,2,0,3,WC-B,7,1999-00,23,1
28,2 Teams,1,-1,3,IHL,37,1999-00,23,2
15,Grand Rapids Griffins,1,-1,2,IHL,26,1999-00,23,1
13,Detroit Vipers,0,0,1,IHL,11,1999-00,23,1
44,ESC Moskitos Essen,3,0,10,Germany,58,2000-01,24,7
6,Germany,0,-1,0,WC-A,7,2000-01,24,0
32,ESC Moskitos Essen,17,0,18,Germany,59,2001-02,25,1
27,Germany,0,-2,0,Olympics,7,2001-02,25,0
2,Germany,0,-1,1,WC-A,7,2001-02,25,1
42,ERC Ingolstadt,8,0,9,Germany,51,2002-03,26,1
60,Iserlohn Roosters,11,0,15,Germany,52,2003-04,27,4
2,Germany,0,-1,0,WC-A,1,2003-04,27,0
26,Iserlohn Roosters,7,0,10,Germany,35,2004-05,28,3
76,Iserlohn Roosters,9,0,14,Germany,47,2005-06,29,5
76,Iserlohn Roosters,6,0,7,Germany,52,2006-07,30,1
