shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
9.9,1978-79,134,0,,0,71,0,7,7,25,EDO,7,21,0,WHA,0,,72,32,[],0
11.0,1979-80,103,29,,0,109,2,9,7,31,EDM,12,22,3,NHL,2,,80,43,[],1
11.5,1980-81,98,15,,1,104,0,12,-12,16,EDM,12,23,3,NHL,0,,78,28,[],0
12.9,1981-82,63,20,,1,124,1,16,33,22,EDM,16,24,3,NHL,0,,63,38,[],0
11.5,1982-83,120,15,,3,113,0,12,12,18,EDM,13,25,0,NHL,1,,0,31,[],0
18.8,1983-84,90,25,,1,117,0,20,25,26,EDM,22,26,3,NHL,1,,0,48,[],1
14.3,1984-85,122,18,,1,119,0,15,-1,19,EDM,17,27,1,NHL,1,,0,36,[],1
13.6,1985-86,77,20,,2,110,0,15,37,22,EDM,15,28,1,NHL,0,,62,37,[],0
7.1,1986-87,79,8,,1,84,0,5,1,9,EDM,6,29,1,NHL,1,,77,15,[],0
10.5,1987-88,83,20,,0,133,1,12,9,21,TOT,14,30,1,NHL,2,,0,35,[],0
16.7,1987-88,6,3,,0,18,0,3,1,3,EDM,3,30,0,NHL,0,,21,6,[],0
9.6,1987-88,77,17,,0,115,1,9,8,18,PIT,11,30,1,NHL,2,,59,29,[],0
6.9,1988-89,83,6,,0,87,0,5,-8,6,TOT,6,31,0,NHL,1,,66,12,[],0
7.0,1988-89,61,1,,0,43,0,2,-3,1,WIN,3,31,0,NHL,1,,34,4,[],0
6.8,1988-89,22,5,,0,44,0,3,-5,5,EDM,3,31,0,NHL,0,,32,8,[],0
