power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,0,10,1,NHL,1984-85,20,4,PHI,,6,11,6,1,38,,,10.5,2
0,5,3,0,NHL,1985-86,21,0,PHI,,3,4,0,0,10,,,0.0,0
2,12,4,0,NHL,1986-87,22,3,PHI,,1,9,-4,0,15,,,20.0,1
0,7,7,1,NHL,1987-88,23,2,PHI,,5,4,1,0,13,,,15.4,2
0,1,0,0,NHL,1988-89,24,0,PHI,,0,0,-1,0,2,,,0.0,0
0,7,6,0,NHL,1991-92,27,3,HAR,,3,6,0,1,20,,,15.0,2
1,12,10,1,NHL,1992-93,28,4,VAN,,6,4,0,0,27,,,14.8,3
0,22,13,1,NHL,1993-94,29,4,VAN,,9,18,10,0,38,,,10.5,4
0,16,10,1,NHL,1994-95,30,5,CHI,,5,4,2,0,28,,,17.9,5
1,9,5,0,NHL,1995-96,31,1,CHI,,4,2,-1,0,17,,,5.9,0
0,2,0,0,NHL,1996-97,32,0,CHI,,0,2,-4,0,5,,,0.0,0
0,6,2,0,NHL,1997-98,33,1,SJS,,1,0,-2,0,6,,,16.7,1
