league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,54,0,20,103,26,6,,NYR,"[{'link': '/awards/voting-1969.html#calder', 'name': 'Calder-3'}]",2.9,1,23,12,3,0,1968-69,,2,70,0,17
NHL,60,2,21,161,37,12,,NYR,"[{'link': '/awards/nhl_all_star.html#1970', 'name': None}, {'link': '/awards/voting-1970.html#hart', 'name': 'Hart-5'}, {'link': '/awards/voting-1970.html#norris', 'name': 'Norris-2'}]",6.8,4,26,23,11,1,1969-70,,6,98,0,14
NHL,68,0,22,199,44,13,,NYR,"[{'link': '/awards/nhl_all_star.html#1971', 'name': None}, {'link': '/awards/voting-1971.html#norris', 'name': 'Norris-2'}]",3.5,4,37,25,7,0,1970-71,,3,114,1,23
NHL,75,4,23,263,73,15,,NYR,"[{'link': '/awards/nhl_all_star.html#1972', 'name': None}, {'link': '/awards/voting-1972.html#hart', 'name': 'Hart-9'}, {'link': '/awards/voting-1972.html#norris', 'name': 'Norris-2'}]",9.1,14,49,62,24,2,1971-72,,8,130,1,33
NHL,52,1,24,142,53,8,,NYR,"[{'link': '/awards/nhl_all_star.html#1973', 'name': None}, {'link': '/awards/voting-1973.html#norris', 'name': 'Norris-3'}]",7.0,6,43,31,10,0,1972-73,,4,51,0,35
NHL,0,4,25,227,82,22,,NYR,"[{'link': '/awards/nhl_all_star.html#1974', 'name': None}, {'link': '/awards/voting-1974.html#hart', 'name': 'Hart-8'}, {'link': '/awards/voting-1974.html#norris', 'name': 'Norris-2'}]",11.0,21,57,18,25,0,1973-74,,4,148,3,32
NHL,65,2,26,189,57,19,,NYR,"[{'link': '/awards/voting-1975.html#AS', 'name': 'AS-5'}]",6.9,5,44,6,13,0,1974-75,,8,104,0,25
NHL,56,3,27,191,59,19,,TOT,"[{'link': '/awards/nhl_all_star.html#1976', 'name': None}, {'link': '/awards/voting-1976.html#hart', 'name': 'Hart-5'}, {'link': '/awards/voting-1976.html#norris', 'name': 'Norris-2'}]",9.4,10,41,19,18,1,1975-76,,7,118,0,22
NHL,13,1,27,28,6,1,,NYR,"[{'link': '/awards/nhl_all_star.html#1976', 'name': None}, {'link': '/awards/voting-1976.html#hart', 'name': 'Hart-5'}, {'link': '/awards/voting-1976.html#norris', 'name': 'Norris-2'}]",7.1,2,4,-4,2,0,1975-76,,0,23,0,3
NHL,43,2,27,163,53,18,,BOS,"[{'link': '/awards/nhl_all_star.html#1976', 'name': None}, {'link': '/awards/voting-1976.html#hart', 'name': 'Hart-5'}, {'link': '/awards/voting-1976.html#norris', 'name': 'Norris-2'}]",9.8,8,37,23,16,1,1975-76,,7,95,0,19
NHL,77,4,28,238,67,17,,BOS,"[{'link': '/awards/voting-1977.html#AS', 'name': 'AS-6'}]",5.0,7,55,47,12,1,1976-77,,4,67,0,38
NHL,80,3,29,225,79,15,,BOS,"[{'link': '/awards/nhl_all_star.html#1978', 'name': None}, {'link': '/awards/voting-1978.html#hart', 'name': 'Hart-5'}, {'link': '/awards/voting-1978.html#norris', 'name': 'Norris-2'}]",9.8,13,57,68,22,0,1977-78,,9,79,0,42
NHL,40,0,30,96,39,19,,BOS,"[{'link': '/awards/voting-1979.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1979.html#hart', 'name': 'Hart-16'}, {'link': '/awards/voting-1979.html#norris', 'name': 'Norris-8'}]",7.3,4,32,28,7,0,1978-79,,3,10,1,12
NHL,32,2,31,67,21,7,,BOS,[],7.5,3,16,11,5,0,1979-80,,2,27,0,9
NHL,78,2,32,201,66,29,,BOS,"[{'link': '/awards/voting-1981.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-1981.html#norris', 'name': 'Norris-9'}]",7.0,4,52,21,14,0,1980-81,,10,111,1,22
NHL,75,1,33,159,56,22,,BOS,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-1982.html#hart', 'name': 'Hart-15'}, {'link': '/awards/voting-1982.html#norris', 'name': 'Norris-15'}]",8.8,6,42,11,14,0,1981-82,,8,82,0,20
NHL,76,0,34,127,36,8,,BOS,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-19'}, {'link': '/awards/voting-1983.html#hart', 'name': 'Hart-10'}, {'link': '/awards/voting-1983.html#norris', 'name': 'Norris-11'}]",7.9,5,26,20,10,0,1982-83,,5,82,0,18
NHL,0,0,35,140,58,33,,DET,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-1984.html#hart', 'name': 'Hart-12'}, {'link': '/awards/masterton.html#1984', 'name': None}]",3.6,1,53,-29,5,0,1983-84,,4,85,0,20
NHL,67,0,36,92,43,12,,DET,[],14.1,7,30,-15,13,0,1984-85,,6,53,0,18
