bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,2.14,0,0,NHL,0,22,0,0,2,0,0,0,66,0,1924-25,OTS,12,6.2,0,1,17,0,1852
0,0,[],0,0,0,0,NHL,0,23,0,0,0,0,0,0,42,0,1925-26,OTS,8,0,0,4,0,0,2251
0,13,[],0,1.49,0,0,NHL,0,24,0,0,2,0,0,0,69,0,1926-27,OTS,10,10.1,0,4,0,0,2782
0,0,[],0,1.24,0,0,NHL,0,25,0,0,0,0,0,0,57,0,1927-28,OTS,14,11.5,0,10,20,0,2760
0,7,[],0,1.43,0,0,NHL,0,26,0,0,0,0,0,0,67,0,1928-29,OTS,17,7.2,0,13,14,0,0
0,3,[],0,2.55,0,0,NHL,0,27,0,0,0,0,0,0,118,0,1929-30,OTS,15,8.8,0,8,21,0,0
0,3,[],0,3.01,0,0,NHL,0,28,0,0,0,0,0,0,110,0,1930-31,OTS,22,2.8,0,4,10,36,2190
0,6,[],0,2.12,0,0,NHL,0,29,0,0,0,0,0,0,108,0,1931-32,DTF,0,9.6,0,10,18,0,0
0,1,[],0,2.56,0,0,NHL,0,30,0,0,0,0,0,0,36,0,1932-33,OTS,8,1.6,0,2,4,15,845
0,0,[],0,3.00,0,0,NHL,0,31,0,0,0,0,0,0,2,0,1933-34,NYA,0,0.1,0,0,1,1,40
0,0,[],0,1.86,0,0,NHL,0,32,0,0,0,0,0,0,92,0,1934-35,MTM,19,11.2,0,5,24,0,2970
0,2,[],0,2.21,0,0,NHL,0,34,0,0,0,0,0,0,63,0,1936-37,MTM,11,5.1,0,6,10,27,1710
