assists,team,goals,year,games_played,points,pim,age,plus_minus,league
13,Detroit G.P.D. Midgets,5,1987-88,25,18,52,15,0,MNHL
35,Detroit G.P.D. Midgets,19,1988-89,51,54,100,16,0,MNHL
38,North Bay Centennials,14,1989-90,64,52,81,17,0,OHL
49,North Bay Centennials,13,1990-91,64,62,163,18,0,OHL
2,Kalamazoo Wings,1,1992-93,2,3,21,20,0,IHL
2,United States,1,1992-93,6,3,8,20,0,WC-A
2,United States,3,1996-97,6,5,10,24,0,W-Cup
0,United States,0,1997-98,4,0,0,25,0,Olympics
1,United States,0,2001-02,7,1,0,29,1,WC-A
12,Motor City Mechanics,5,2004-05,24,17,27,32,9,UHL
0,United States,0,2005-06,6,0,12,33,-1,Olympics
