shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
15.7,0,1991-92,88,4,,0,0,0,51,0,8,7,4,MNS,8,0,0,19,2,NHL,0,0,,0,43,0,12,"[{'link': '/awards/voting-1992.html#calder', 'name': 'Calder-7'}]",0
5.5,0,1992-93,178,8,,0,0,0,73,7,4,-27,15,MNS,4,0,0,20,1,NHL,0,0,,0,67,0,19,[],0
9.1,0,1993-94,211,14,,0,0,0,132,5,9,19,19,DAL,12,0,0,21,2,NHL,1,0,,0,83,0,31,"[{'link': '/awards/voting-1994.html#AS', 'name': 'AS-15'}]",2
6.8,0,1994-95,105,7,,0,0,0,74,4,3,3,11,DAL,5,0,0,22,2,NHL,0,0,,0,43,0,16,[],2
6.4,0,1995-96,129,16,,0,0,0,125,7,6,-12,23,DAL,8,0,0,23,1,NHL,0,0,,0,79,0,31,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-18'}]",2
3.1,0,1996-97,97,17,,1,0,0,96,1,3,8,19,DAL,3,0,0,24,0,NHL,0,0,,0,63,0,22,"[{'link': '/awards/voting-1997.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-1997.html#norris', 'name': 'Norris-17'}]",0
8.1,0,1997-98,132,16,,0,0,0,74,9,3,9,25,DAL,6,0,0,25,2,NHL,0,0,,0,70,0,31,"[{'link': '/awards/voting-1998.html#AS', 'name': 'AS-15'}]",3
7.2,0,1998-99,102,18,1979,1,0,0,125,2,6,21,21,DAL,9,0,0,26,2,NHL,0,0,24:44,0,80,0,30,"[{'link': '/awards/voting-1999.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-1999.html#norris', 'name': 'Norris-7'}]",3
2.2,0,1999-00,68,14,1570,2,0,0,90,6,2,6,22,DAL,2,0,0,27,0,NHL,0,0,27:33,0,57,0,24,"[{'link': '/awards/voting-2000.html#AS', 'name': 'AS-16'}, {'link': '/awards/voting-2000.html#norris', 'name': 'Norris-16'}]",0
2.1,0,2000-01,77,13,2070,1,0,0,97,7,1,5,21,DAL,2,0,0,28,2,NHL,0,0,25:53,0,80,0,23,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-13'}, {'link': '/awards/voting-2001.html#norris', 'name': 'Norris-13'}]",1
3.6,0,2001-02,87,17,2134,2,0,0,111,2,3,12,21,DAL,4,0,0,29,0,NHL,0,0,26:40,0,80,0,25,[],1
5.0,0,2002-03,106,18,2120,0,0,0,159,4,6,37,22,DAL,8,0,0,30,2,NHL,1,0,25:51,0,82,0,30,"[{'link': '/awards/nhl_all_star.html#2003', 'name': None}, {'link': '/awards/voting-2003.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2003.html#norris', 'name': 'Norris-3'}]",1
0.0,0,2003-04,8,3,295,0,0,0,18,1,0,4,4,DET,0,0,0,31,0,NHL,0,0,19:38,0,15,0,4,[],0
4.1,0,2005-06,93,8,1809,2,0,0,98,3,2,2,13,PHI,4,0,0,33,0,NHL,1,0,23:30,0,77,0,17,[],1
3.7,0,2006-07,67,5,1941,0,0,0,81,1,0,-24,6,PHI,3,0,0,34,1,NHL,0,0,23:40,0,82,0,9,[],3
7.4,0,2007-08,33,4,928,1,33,58,27,0,2,4,5,PHI,2,12,0,35,1,NHL,0,72,21:06,106,44,0,7,[],0
