pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Cape Breton Oilers,1,0,2,AHL,4,1993-94,19,1
7,Long Beach Ice Dogs,5,0,13,IHL,16,1996-97,22,8
37,Nurnberg Ice Tigers,2,0,5,Germany,13,1998-99,24,3
0,Nurnberg Ice Tigers,0,0,0,EuroHL,2,1999-00,25,0
6,HKm Zvolen,1,0,2,Slovakia,8,2000-01,26,1
20,HKm Zvolen,2,0,4,Slovakia,8,2002-03,28,2
33,HKm Zvolen,3,0,3,Slovakia,17,2003-04,29,0
2,HKm Zvolen,0,0,2,Slovakia,4,2005-06,31,2
6,HKm Zvolen,2,0,5,Slovakia,10,2006-07,32,3
2,HKm Zvolen,4,0,5,Slovakia,6,2007-08,33,1
