giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
2,NHL,20,0,25,56,27,14,0,57,0,216,PIT,4,37.8,[],0.0,0,0,-4,0,34,0,2013-14,18,10:48,0,12,0,0
6,NHL,63,0,26,47,78,43,4,173,0,528,TOT,15,49.5,[],2.3,1,3,-5,1,46,0,2014-15,27,8:23,0,84,0,3
4,NHL,42,0,26,1,46,26,3,114,0,348,PIT,10,0.0,[],3.8,1,2,-3,1,0,0,2014-15,14,8:18,0,60,0,2
2,NHL,21,0,26,46,32,17,1,59,0,180,TOR,5,50.0,[],0.0,0,1,-2,0,46,0,2014-15,13,8:34,0,24,0,1
3,NHL,10,0,27,44,23,13,1,20,0,99,WSH,4,42.9,[],7.7,1,0,0,1,33,0,2015-16,6,9:56,0,2,0,0
