average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,8,0,0,NHL,21,5,21,-6,28,0,1,0,2,1987-88,MNS,1,7,[],3.6,,19
,24,0,2,NHL,22,11,80,-4,131,2,1,1,7,1988-89,MNS,5,19,[],3.8,,72
,26,2,1,NHL,23,10,81,-2,116,7,0,1,7,1989-90,MNS,8,18,[],6.9,,78
,4,0,0,NHL,24,2,24,2,55,1,0,0,1,1990-91,MNS,1,3,[],1.8,,29
,0,0,0,NHL,25,0,2,-3,1,0,0,0,0,1991-92,WSH,0,0,[],0.0,,2
,39,1,0,NHL,26,10,36,-21,152,5,5,1,18,1992-93,TBL,10,29,[],6.6,,55
,34,1,1,NHL,27,11,23,-6,142,4,6,0,12,1993-94,TBL,11,23,[],7.7,,66
,21,0,0,NHL,28,12,12,2,67,2,2,0,5,1994-95,TOT,4,17,[],6.0,,45
,14,0,0,NHL,28,8,6,0,44,1,1,0,4,1994-95,TBL,2,12,[],4.5,,24
,7,0,0,NHL,28,4,6,2,23,1,1,0,1,1994-95,NJD,2,5,[],8.7,,21
,23,1,0,NHL,29,8,18,1,112,0,2,0,13,1995-96,NJD,2,21,"[{'link': '/awards/voting-1996.html#norris', 'name': 'Norris-16'}]",1.8,,64
,21,0,0,NHL,30,11,19,17,114,3,1,1,5,1996-97,NJD,4,17,[],3.5,,73
,24,0,1,NHL,31,9,26,11,73,0,1,1,12,1997-98,DAL,2,22,[],2.7,,57
17:23,11,1,0,NHL,32,5,18,6,82,1,1,0,4,1998-99,DAL,2,9,[],2.4,1060,61
22:59,0,0,0,NHL,33,0,4,-2,2,0,0,0,0,1999-00,DAL,0,0,[],0.0,92,4
