shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1961-62,22,0,,0,0,0,0,0,1,NYR,3,21,0,NHL,0,,44,4,[],0
0,1962-63,32,0,,0,0,0,0,0,6,NYR,5,22,0,NHL,0,,36,11,[],0
0,1963-64,0,0,,0,0,0,13,0,11,NYR,14,23,4,NHL,0,,69,25,[],1
0,1964-65,102,0,,0,0,0,12,0,20,NYR,18,24,1,NHL,0,,0,38,[],6
0,1965-66,112,0,,0,0,0,15,0,19,NYR,16,25,1,NHL,0,,67,35,[],1
0,1966-67,80,0,,0,0,0,10,0,20,NYR,13,26,1,NHL,0,,69,33,[],3
11.3,1967-68,45,13,,0,177,6,13,-2,19,NYR,20,27,7,NHL,0,,59,39,[],7
8.1,1968-69,108,30,,0,321,10,16,12,40,NYR,26,28,4,NHL,0,,73,66,[],10
7.5,1969-70,69,20,,0,268,14,17,-3,34,NYR,20,29,5,NHL,0,,71,54,[],3
11.3,1970-71,38,16,,0,194,6,14,14,22,NYR,22,30,1,NHL,0,,63,44,[],8
20.7,1971-72,142,44,,0,242,12,27,60,56,NYR,50,31,7,NHL,0,,78,106,"[{'link': '/awards/nhl_all_star.html#1972', 'name': None}, {'link': '/awards/voting-1972.html#hart', 'name': 'Hart-5'}]",23
13.1,1972-73,60,27,,0,214,7,19,13,34,NYR,28,32,4,NHL,0,,63,62,[],9
13.4,1973-74,75,20,,0,201,8,15,1,28,NYR,27,33,4,NHL,0,,77,55,[],12
12.3,1974-75,72,23,,2,253,17,20,5,42,PIT,31,34,3,NHL,4,,78,73,[],7
14.8,1975-76,46,21,,0,203,14,27,-3,35,PIT,30,35,2,NHL,0,,76,65,[],3
0.0,1976-77,0,1,,0,9,1,0,1,2,PIT,0,36,0,NHL,0,,9,2,[],0
