pim,team,assists,plus_minus,points,league,games_played,year,age,goals
21,Hamilton Whizzers,12,0,49,OHA-Jr.,23,1942-43,19,37
33,Buffalo Bisons,19,0,35,AHL,46,1943-44,20,16
0,Toronto Maher Jewels,0,0,2,TIHL,1,1943-44,20,2
0,Toronto Maher Jewels,0,0,2,TIHL,1,1944-45,21,2
30,Cleveland Barons,10,0,20,AHL,31,1945-46,22,10
36,Minneapolis Millers,10,0,21,USHL,22,1945-46,22,11
40,Minneapolis Millers,19,0,29,USHL,51,1946-47,23,10
59,Minneapolis Millers,38,0,63,USHL,66,1947-48,24,25
15,Minneapolis Millers,20,0,55,USHL,64,1948-49,25,35
49,Minneapolis Millers,28,0,52,USHL,69,1949-50,26,24
23,Buffalo Bisons,26,0,45,AHL,61,1950-51,27,19
4,Buffalo Bisons,2,0,4,AHL,11,1951-52,28,2
32,Victoria Cougars,8,0,29,PCHL,36,1951-52,28,21
28,Vancouver Canucks,24,0,52,WHL,68,1952-53,29,28
24,Springfield Indians,15,0,22,QHL,18,1953-54,30,7
14,Syracuse Warriors,19,0,28,AHL,28,1953-54,30,9
66,Springfield Indians,45,0,74,AHL,62,1954-55,31,29
49,Springfield Indians,28,0,52,AHL,56,1955-56,32,24
35,North Bay Trappers,31,0,46,NOHA,52,1956-57,33,15
